,room,token_id,rule_name,rule_description,prior,posterior,prior_accuracy,posterior_accuracy,prior_feedback,prior_rule,posterior_feedback,posterior_rule,data,prior_match,prior_select_alone,prior_select_other,posterior_match,posterior_select_alone,posterior_select_other,accuracy_diff_prior,accuracy_diff_post,accuracy_change,accuracy_change_partner
0,TDvs5,WjsXkIQV1LXVlJmcAAAJ,Omega,all are blue OR small,"[True, True, True, True, True, False, True, True]","[True, True, True, True, False, False, True, False]",0.625,0.875,There cannot be any two cones that are overlapping vertically.,"ob.exists(lambda x1: ob.exists(lambda x2: ob.and_operator(ob.hor_operator(x1, x2, 'contact'), ob.and_operator(ob.or_operator(ob.equal(x1, 'lhs','orientation' ), ob.equal(x1, 'rhs','orientation' )), ob.or_operatorob.equal(x2, 'lhs','orientation' ), ob.equal(x2, 'rhs','orientation' )))) , X), X): ",The cones must be all blue or all small.,"ob.forall(lamda x1: ob.or_operator(ob.equal(x1, 'blue','color'), ob.equal(x1, 'small','size')), X)","[{'ids': [0, 1, 2], 'colours': ['green', 'blue', 'green'], 'sizes': [1, 2, 1], 'xpos': [0.3695943902506767, 3.3550150804889523, 2.7203088242630797], 'ypos': [4.128333333333334, 4.128333333333334, 4.043406777668482], 'rotations': [3.1415926535897936, 3.1415926535897922, 2.8545798207955833], 'orientations': ['upright', 'upright', 'upright'], 'contact': [[0], [1, 2], [2, 1]], 'grounded': ['yes', 'yes', 'yes'], 'follow_rule': True}, {'ids': [0], 'colours': ['blue'], 'sizes': [3], 'xpos': [4.924161432206277], 'ypos': [4.124688687494529], 'rotations': [3.1431770772098746], 'orientations': ['upright'], 'contact': [[0]], 'grounded': ['yes'], 'follow_rule': True}, {'ids': [0, 1], 'colours': ['blue', 'green'], 'sizes': [3, 1], 'xpos': [0.9706837032076508, 2.949313009764078], 'ypos': [4.124776543276837, 4.124201057386008], 'rotations': [3.142800696885129, 3.1404670701363178], 'orientations': ['upright', 'upright'], 'contact': [[0], [1]], 'grounded': ['yes', 'yes'], 'follow_rule': True}, {'ids': [0], 'colours': ['blue'], 'sizes': [1], 'xpos': [2.06538974788546], 'ypos': [4.124452319055338], 'rotations': [3.144768966688161], 'orientations': ['upright'], 'contact': [[0]], 'grounded': ['yes'], 'follow_rule': True}, {'ids': [0, 1], 'colours': ['blue', 'red'], 'sizes': [1, 1], 'xpos': [5.416273856424508, 6.083792613807354], 'ypos': [4.125020393903281, 4.124524942453623], 'rotations': [3.1473897212059243, 3.144970338888782], 'orientations': ['upright', 'upright'], 'contact': [[0], [1]], 'grounded': ['yes', 'yes'], 'follow_rule': True}, {'ids': [0, 1, 2, 3, 4], 'colours': ['blue', 'red', 'green', 'green', 'green'], 'sizes': [1, 2, 1, 2, 3], 'xpos': [1.3556826918246059, 2.7623533949002006, 4.029546952792973, 5.952223352037853, 3.367290781172932], 'ypos': [4.125124771388795, 3.748885893413424, 4.078428646334982, 4.120585679298665, 3.5013367886895397], 'rotations': [3.143961287903089, 5.0511831194301315, 3.308639033458622, 3.1518466033934494, 4.200051258822736], 'orientations': ['upright', 'rhs', 'upright', 'upright', 'strange'], 'contact': [[0], [1, 4, 2], [2, 1, 4], [3], [4, 1, 2]], 'grounded': ['yes', 'yes', 'yes', 'yes', 'no'], 'follow_rule': False}, {'ids': [0, 1], 'colours': ['red', 'green'], 'sizes': [2, 2], 'xpos': [6.037225739016584, 6.03583058564126], 'ypos': [4.127047917608318, 3.8227298065106075], 'rotations': [3.140972965694113, 3.141039097667289], 'orientations': ['upright', 'upright'], 'contact': [[0, 1], [1, 0]], 'grounded': ['yes', 'no'], 'follow_rule': False}, {'ids': [0, 1, 2], 'colours': ['blue', 'red', 'green'], 'sizes': [1, 2, 2], 'xpos': [1.4726479551041185, 6.886258446208271, 1.4710560861015043], 'ypos': [4.12691954437049, 4.124521593724977, 4.112908311810613], 'rotations': [3.136771955887615, 3.137849699998893, 3.1243886732189163], 'orientations': ['upright', 'upright', 'upright'], 'contact': [[0, 2], [1], [2, 0]], 'grounded': ['yes', 'yes', 'no'], 'follow_rule': False}, {'ids': [0], 'colours': ['red'], 'sizes': [1], 'xpos': [0.980966455584144], 'ypos': [4.15692217898732], 'rotations': [3.14075602080225], 'contact': [{'V1': 0}], 'grounded': ['yes']}, {'ids': [0, 1], 'colours': ['blue', 'blue'], 'sizes': [2, 2], 'xpos': [5.53919900438758, 1.65854079923742], 'ypos': [4.15829751656101, 4.15751198256046], 'rotations': [3.14294469336728, 3.13947439604659], 'contact': [{'V1': 0, 'V2': 1}], 'grounded': ['yes', 'yes']}, {'ids': [0, 1, 2], 'colours': ['blue', 'red', 'blue'], 'sizes': [1, 1, 1], 'xpos': [2.91233558185412, 3.62676822308812, 1.29792616640764], 'ypos': [4.1571699418337, 4.15734457821355, 3.87855314146574], 'rotations': [3.14061931424498, 3.14080979983927, 1.21335141178178], 'contact': [{'V1': 0, 'V2': 1, 'V3': 2}], 'grounded': ['yes', 'yes', 'yes']}, {'ids': [0, 1, 2, 3], 'colours': ['blue', 'red', 'blue', 'green'], 'sizes': [1, 1, 2, 1], 'xpos': [2.95609825059217, 3.96209693679724, 2.2390687716568, 6.71224095289635], 'ypos': [4.15768622476784, 4.15787716497594, 4.15807459370596, 3.87670727460735], 'rotations': [3.13919121672235, 3.14161554480523, 3.13998936351093, 5.07284064751327], 'contact': [{'V1': 0, 'V2': 1, 'V3': 2, 'V4': 3}], 'grounded': ['yes', 'yes', 'yes', 'yes']}, {'ids': [0, 1, 2], 'colours': ['green', 'red', 'red'], 'sizes': [1, 3, 1], 'xpos': [1.21736009446034, 6.88866095105911, 4.29219484852988], 'ypos': [4.15714834736316, 4.15848443530156, 4.15761681621936], 'rotations': [3.14148035908309, 3.14030543965137, 3.14298105798337], 'contact': [{'V1': 0, 'V2': 1, 'V3': 2}], 'grounded': ['yes', 'yes', 'yes']}, {'ids': [0, 1, 2, 3, 4], 'colours': ['green', 'blue', 'green', 'red', 'red'], 'sizes': [2, 2, 2, 2, 3], 'xpos': [3.83090657832267, 2.38910717821051, 3.54259339814947, 1.00881638670343, 0.483372753490727], 'ypos': [4.15913936320131, 4.15701392299474, 3.77761038379749, 3.76166694023043, 3.53535261859211], 'rotations': [3.13980420303635, 3.14077430032494, 1.87848516525718, 1.57196158476873, 2.81423018257197], 'contact': [[0, 2], [1, 2], [2, 0, 1], [3, 4], [4, 3]], 'grounded': ['yes', 'yes', 'yes', 'yes', 'no']}, {'ids': [0, 1, 2], 'colours': ['red', 'blue', 'green'], 'sizes': [2, 2, 2], 'xpos': [6.08097769326034, 5.78861976198164, 1.25011232086784], 'ypos': [3.78458058527285, 4.1039571708585, 3.7795894526631], 'rotations': [5.04856954343186, 3.00593527717321, 5.05105310034866], 'contact': [[0, 1], [1, 0], 2], 'grounded': ['yes', 'yes', 'yes']}, {'ids': [0, 1, 2, 3], 'colours': ['red', 'green', 'red', 'red'], 'sizes': [2, 2, 2, 1], 'xpos': [4.475106476545, 0.413561660061233, 6.37662276433712, 5.00296952327856], 'ypos': [4.1607559072369, 4.15829244701068, 3.77944860362373, 3.87681059949227], 'rotations': [3.14176346787067, 3.1433043689908, 5.0514105380658, 5.07138540402654], 'contact': [{'V1': 0, 'V2': 1, 'V3': 2, 'V4': 3}], 'grounded': ['yes', 'yes', 'yes', 'yes']}]","[False, False, False, True, False, False, True, False]","[True, True, True, False, True, False, False, True]","[False, False, False, False, False, False, False, False]","[False, False, False, True, False, False, True, False]","[True, True, True, False, False, False, False, False]","[False, False, False, False, False, False, False, False]",0.125,0.375,-0.25,0
1,TDvs5,WjsXkIQV1LXVlJmcAAAJ,Upsilon,none are upright,"[True, True, True, True, True, False, True, False]","[True, True, True, True, True, True, True, False]",0.75,0.625,There must be at least two cones that are overlapping.,"ob.exists(lambda x1: ob.exists(lambda x2: ob.hor_operator(x1, x2, 'contact'), X), X)",There must be at least two cones that are overlapping.,"ob.exists(lambda x1: ob.exists(lambda x2: ob.hor_operator(x1, x2, 'contact'), X), X)","[{'ids': [0, 1, 2], 'colours': ['red', 'red', 'blue'], 'sizes': [3, 3, 1], 'xpos': [1.1024586124410476, 0.13102640757179784, 4.250041242566629], 'ypos': [3.8198620528842926, 3.3178675355470273, 3.847417275765291], 'rotations': [3.8064446110501393, 4.45758788449461, 1.2121899680575272], 'orientations': ['strange', 'strange', 'lhs'], 'contact': [[0, 1], [1, 0], [2]], 'grounded': ['yes', 'no', 'yes'], 'follow_rule': True}, {'ids': [0], 'colours': ['red'], 'sizes': [3], 'xpos': [6.258737196671952], 'ypos': [4.124778922075494], 'rotations': [3.140705209998501], 'orientations': ['upright'], 'contact': [[0]], 'grounded': ['yes'], 'follow_rule': False}, {'ids': [0], 'colours': ['blue'], 'sizes': [1], 'xpos': [6.153505344100908], 'ypos': [4.124864058969175], 'rotations': [3.1446490615147584], 'orientations': ['upright'], 'contact': [[0]], 'grounded': ['yes'], 'follow_rule': False}, {'ids': [0, 1], 'colours': ['red', 'red'], 'sizes': [3, 3], 'xpos': [5.565954450006365, 2.360609365382755], 'ypos': [4.124765253419311, 4.124750784525172], 'rotations': [3.140961844705292, 3.1418336135002636], 'orientations': ['upright', 'upright'], 'contact': [[0], [1]], 'grounded': ['yes', 'yes'], 'follow_rule': False}, {'ids': [0, 1], 'colours': ['red', 'red'], 'sizes': [3, 3], 'xpos': [3.8453404242734486, 4.586265427886766], 'ypos': [3.65417728813172, 3.0123839188657286], 'rotations': [5.036279021157221, 5.662402799013213], 'orientations': ['rhs', 'strange'], 'contact': [[0, 1], [1, 0]], 'grounded': ['yes', 'yes'], 'follow_rule': True}, {'ids': [0, 1, 2, 3], 'colours': ['red', 'red', 'blue', 'blue'], 'sizes': [3, 3, 2, 2], 'xpos': [0.6180418436321886, 2.2173215581176633, 6.397270453816045, 4.068647838769088], 'ypos': [3.65008838453665, 3.6533547432114797, 3.750646579899072, 3.7478255669292797], 'rotations': [4.398976230419672, 1.2477842536459507, 1.2352084891753914, 5.048612838595625], 'orientations': ['strange', 'lhs', 'lhs', 'rhs'], 'contact': [[0, 1], [1, 0], [2], [3]], 'grounded': ['yes', 'yes', 'yes', 'yes'], 'follow_rule': True}, {'ids': [0, 1], 'colours': ['green', 'green'], 'sizes': [3, 3], 'xpos': [1.3228683697915882, 1.534089652157154], 'ypos': [3.650624534820379, 2.8715723672547346], 'rotations': [1.2440501902308263, 5.89520382816864], 'orientations': ['lhs', 'strange'], 'contact': [[0, 1], [1, 0]], 'grounded': ['yes', 'yes'], 'follow_rule': True}, {'ids': [0, 1], 'colours': ['blue', 'green'], 'sizes': [1, 1], 'xpos': [5.544459339706308, 4.675337686929422], 'ypos': [3.8461483377392884, 3.844763011736478], 'rotations': [1.2118439159241574, 4.356978982265472], 'orientations': ['lhs', 'strange'], 'contact': [[0, 1], [1, 0]], 'grounded': ['yes', 'yes'], 'follow_rule': True}, {'ids': [0, 1, 2, 3, 4, 5], 'colours': ['red', 'green', 'green', 'red', 'red', 'green'], 'sizes': [3, 3, 3, 1, 3, 1], 'xpos': [4.04539932046708, 6.25367104406576, 1.31220887489158, 2.54397206141056, 5.03680142626962, 2.83313903630872], 'ypos': [3.68714653723475, 3.68793264237984, 3.68536700039956, 3.87290072175348, 3.71647947714512, 3.32290442001056], 'rotations': [1.24459422608336, 1.24522470760537, 5.03721490711028, 4.41693289260746, 2.04844681297516, 1.27753534246253], 'contact': [[0, 4, 3], 1, 2, [3, 0, 5], [4, 0], [5, 3]], 'grounded': ['yes', 'yes', 'yes', 'yes', 'yes', 'no']}, {'ids': [0, 1, 2, 3], 'colours': ['green', 'red', 'blue', 'red'], 'sizes': [1, 3, 2, 2], 'xpos': [3.91130904169482, 5.46428515532996, 6.02804597253327, 2.75909465803677], 'ypos': [3.88039857557471, 3.68809661044642, 3.83039687351375, 3.76829024369344], 'rotations': [1.21554845923219, 5.037860999749, 2.523398913166, 4.53015371920961], 'contact': [{'V1': [0, 3], 'V2': [1, 2], 'V3': [2, 1], 'V4': [3, 0]}], 'grounded': ['yes', 'yes', 'no', 'yes']}, {'ids': [0, 1], 'colours': ['red', 'red'], 'sizes': [1, 1], 'xpos': [2.66334600794472, 1.80432622054734], 'ypos': [3.88090170709236, 3.87778384307705], 'rotations': [1.21239198245414, 4.35415315781273], 'contact': [{'V1': [0, 1], 'V2': [1, 0]}], 'grounded': ['yes', 'yes']}, {'ids': [0, 1, 2, 3, 4], 'colours': ['red', 'red', 'blue', 'blue', 'green'], 'sizes': [3, 3, 1, 1, 1], 'xpos': [1.85360354206331, 4.53707158711655, 2.22962536171588, 3.31491059447484, 3.75418292003644], 'ypos': [3.68810486672765, 3.68793278435064, 3.60822662705904, 3.84556069624473, 3.52884365217974], 'rotations': [5.03784882313905, 1.24522475821424, 2.57929284346434, 1.86403082200312, 2.07051561191284], 'contact': [[0, 3, 2], [1, 4, 3], [2, 0], [3, 0, 1, 4], [4, 1, 3]], 'grounded': ['yes', 'yes', 'no', 'no', 'no']}, {'ids': [0, 1, 2, 3, 4, 5, 6], 'colours': ['red', 'green', 'red', 'red', 'green', 'green', 'red'], 'sizes': [1, 3, 2, 3, 3, 2, 2], 'xpos': [3.25946614949676, 2.44588297516233, 5.88127197371132, 4.16563349275137, 0.72362012303879, 2.368329881437, 7.02789960687692], 'ypos': [3.95518911276486, 3.68824247585198, 4.15744335942523, 4.15757462621801, 3.67646349730594, 3.64875460383896, 3.78297829877943], 'rotations': [3.90055989251386, 1.24543827105161, 3.14018849938784, 3.14209271550925, 4.46919423935855, 4.5928664481854, 5.04768654725134], 'contact': [[0, 5], [1, 5, 4], 2, 3, [4, 1], [5, 0, 1], 6], 'grounded': ['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes']}, {'ids': [0, 1, 2, 3, 4], 'colours': ['red', 'blue', 'green', 'green', 'red'], 'sizes': [2, 1, 3, 3, 3], 'xpos': [1.81709153920562, 5.97480057561886, 3.31338082383512, 4.38059628007586, 6.61025661823443], 'ypos': [3.77963548478066, 4.15709914239659, 4.15857486018002, 4.1579783197977, 3.68443952609824], 'rotations': [1.2339014812192, 3.13995537974587, 3.14125891347883, 3.1426763466907, 5.03874238310661], 'contact': [{'V1': 0, 'V2': 1, 'V3': 2, 'V4': 3, 'V5': 4}], 'grounded': ['yes', 'yes', 'yes', 'yes', 'yes']}, {'ids': [0, 1, 2, 3, 4], 'colours': ['red', 'red', 'red', 'green', 'red'], 'sizes': [2, 3, 1, 3, 3], 'xpos': [3.73841073372075, 3.73677173096754, 2.76148516662288, 4.77214062348621, 4.69143283396105], 'ypos': [4.16009367569396, 4.14643505860911, 4.15849207519273, 4.15973417931752, 3.17867488361144], 'rotations': [3.13742681162325, 3.12687131684704, 3.14631730814226, 3.13796262321945, 2.12453024265947], 'contact': [[0, 1], [1, 0, 4], 2, [3, 4], [4, 1, 3]], 'grounded': ['yes', 'no', 'yes', 'yes', 'no']}, {'ids': [0, 1], 'colours': ['blue', 'red'], 'sizes': [1, 3], 'xpos': [4.12725264721393, 2.49227679939128], 'ypos': [4.15816511179978, 3.68449947257032], 'rotations': [3.13776634013453, 5.03835652479557], 'contact': [{'V1': 0, 'V2': 1}], 'grounded': ['yes', 'yes']}]","[False, False, False, False, False, False, False, False]","[True, True, True, True, True, False, True, False]","[False, False, False, False, False, True, False, False]","[True, True, False, True, True, False, True, False]","[False, False, True, False, False, True, False, False]","[False, False, False, False, False, False, False, False]",0.375,0,0.125,-0.25
2,TDvs5,WjsXkIQV1LXVlJmcAAAJ,Kappa,at least one is blue AND small,"[False, True, True, False, False, False, False, False]","[False, True, True, False, False, False, False, False]",0.75,0.75,I have no idea what the rule is.,N/A,I have no idea what the rule is.,N/A,"[{'ids': [0, 1, 2, 3, 4], 'colours': ['blue', 'blue', 'green', 'green', 'green'], 'sizes': [1, 2, 1, 2, 3], 'xpos': [0.30944369669435245, 3.9222517188342847, 5.337497543375092, 3.1133034877344836, 5.411614347832926], 'ypos': [4.128333333333334, 4.128333333333334, 4.128333333333334, 4.128333333333334, 4.128333317262491], 'rotations': [3.1415926535897936, 3.1415926535897927, 3.141592653589793, 3.1415926535897927, 3.1415926851012492], 'orientations': ['upright', 'upright', 'upright', 'upright', 'upright'], 'contact': [[0], [1, 3], [2], [3, 1], [4]], 'grounded': ['yes', 'yes', 'yes', 'yes', 'yes'], 'follow_rule': True}, {'ids': [0, 1], 'colours': ['green', 'green'], 'sizes': [3, 1], 'xpos': [5.737994872223844, 5.791446077233877], 'ypos': [4.124690888174427, 4.124102783824663], 'rotations': [3.1390378808282193, 3.1381875094658507], 'orientations': ['upright', 'upright'], 'contact': [[0], [1]], 'grounded': ['yes', 'yes'], 'follow_rule': False}, {'ids': [0, 1, 2], 'colours': ['green', 'blue', 'blue'], 'sizes': [3, 3, 3], 'xpos': [3.7743494721588142, 6.39915271105603, 1.806285209482917], 'ypos': [4.124340302230078, 4.127009415871748, 4.125434277355518], 'rotations': [3.1400042554610783, 3.138944815572599, 3.1416419968364693], 'orientations': ['upright', 'upright', 'upright'], 'contact': [[0], [1], [2]], 'grounded': ['yes', 'yes', 'yes'], 'follow_rule': False}, {'ids': [0, 1, 2], 'colours': ['green', 'green', 'blue'], 'sizes': [3, 3, 2], 'xpos': [5.074228427797282, 3.9223681540226543, 0.8933042305499781], 'ypos': [4.124549399535714, 4.124441658648713, 4.124808807768257], 'rotations': [3.144154082489926, 3.143513155781057, 3.1438117101638268], 'orientations': ['upright', 'upright', 'upright'], 'contact': [[0], [1], [2]], 'grounded': ['yes', 'yes', 'yes'], 'follow_rule': False}, {'ids': [0, 1, 2], 'colours': ['green', 'green', 'green'], 'sizes': [3, 3, 1], 'xpos': [4.964426370381728, 5.980539799795384, 1.620718423968324], 'ypos': [4.125893979851224, 4.124981626262815, 4.124746579979685], 'rotations': [3.1419892112148404, 3.140588936527318, 3.1440707599233675], 'orientations': ['upright', 'upright', 'upright'], 'contact': [[0], [1], [2]], 'grounded': ['yes', 'yes', 'yes'], 'follow_rule': False}, {'ids': [0, 1], 'colours': ['blue', 'green'], 'sizes': [2, 2], 'xpos': [1.419524803004585, 2.2398006719674814], 'ypos': [4.124054417248875, 4.125301431735997], 'rotations': [3.1438538501366127, 3.1425630227014767], 'orientations': ['upright', 'upright'], 'contact': [[0], [1]], 'grounded': ['yes', 'yes'], 'follow_rule': False}, {'ids': [0, 1, 2], 'colours': ['green', 'green', 'green'], 'sizes': [3, 2, 1], 'xpos': [3.942710549823597, 5.0357424545043346, 0.888651786948663], 'ypos': [4.124094723157557, 4.125047539422247, 3.843418147660792], 'rotations': [3.1423696249798767, 3.1385582204679645, 5.070230276305399], 'orientations': ['upright', 'upright', 'rhs'], 'contact': [[0], [1], [2]], 'grounded': ['yes', 'yes', 'yes'], 'follow_rule': False}, {'ids': [0, 1, 2, 3], 'colours': ['green', 'green', 'green', 'blue'], 'sizes': [3, 2, 1, 2], 'xpos': [2.2556915885613495, 0.6600981953669238, 6.40376915020644, 4.043767981934166], 'ypos': [4.124039689618952, 4.12421187055912, 4.124090125206823, 3.747879435613036], 'rotations': [3.142629390152079, -3.143850762323398, 3.1444025738767243, 5.048277123022526], 'orientations': ['upright', 'upright', 'upright', 'rhs'], 'contact': [[0], [1], [2], [3]], 'grounded': ['yes', 'yes', 'yes', 'yes'], 'follow_rule': False}, {'ids': [0, 1, 2, 3, 4, 5, 6, 7], 'colours': ['red', 'blue', 'blue', 'red', 'red', 'green', 'red', 'blue'], 'sizes': [3, 1, 2, 2, 3, 2, 1, 2], 'xpos': [3.73068127782473, 5.21143043275308, 0.628029634657912, 5.41985831114537, 3.73221495043733, 2.6881904061602, 2.69592462610732, 4.6441478837753], 'ypos': [4.15955293434237, 3.88040887163376, 3.77952636825576, 4.00866939013447, 3.84618730815599, 4.16046505787232, 3.36197381341272, 4.15735107629793], 'rotations': [3.14513282779734, 5.0677355060028, 5.0513292843393, 2.88192941289468, 3.14453575957132, 3.13858862708556, 2.60114260528712, 3.14253353812844], 'contact': [[0, 4], [1, 3], 2, [3, 1, 7], [4, 0], [5, 6], [6, 5], [7, 3]], 'grounded': ['yes', 'yes', 'yes', 'no', 'no', 'yes', 'no', 'yes']}, {'ids': [0, 1, 2, 3, 4], 'colours': ['green', 'red', 'red', 'blue', 'blue'], 'sizes': [3, 3, 3, 1, 1], 'xpos': [0.494087661193018, 3.9483348516538, 5.27168256714865, 5.34332261433319, 0.73624872055367], 'ypos': [4.03747541930378, 4.15789345817489, 3.68793264237984, 3.6957884966519, 3.12182877557111], 'rotations': [3.39186622255945, 3.13985318391394, 5.03796059957422, 0.88254982855712, 3.37051889969503], 'contact': [[0, 4], 1, [2, 3], [3, 2], [4, 0]], 'grounded': ['yes', 'yes', 'yes', 'yes', 'no']}, {'ids': [0, 1, 2, 3], 'colours': ['red', 'blue', 'blue', 'green'], 'sizes': [1, 1, 2, 2], 'xpos': [3.18059163568182, 0.310290458717288, 3.1806567054277, 2.31556998810598], 'ypos': [4.16168723431181, 4.15876638336768, 4.1487939044355, 4.15777861520172], 'rotations': [3.14159140357956, 3.14265904643877, 3.14147445775215, 3.14506697679819], 'contact': [[0, 2], 1, [2, 0], 3], 'grounded': ['yes', 'yes', 'no', 'yes']}, {'ids': [0, 1, 2], 'colours': ['red', 'blue', 'blue'], 'sizes': [2, 1, 1], 'xpos': [4.18368803941992, 0.414042657065262, 2.15035350734386], 'ypos': [3.77956682056473, 4.15748311487421, 3.8762597297667], 'rotations': [1.23393916549627, 3.14433838895914, 1.21175410086331], 'contact': [{'V1': 0, 'V2': 1, 'V3': 2}], 'grounded': ['yes', 'yes', 'yes']}, {'ids': [0, 1, 2, 3], 'colours': ['red', 'blue', 'green', 'green'], 'sizes': [1, 2, 3, 2], 'xpos': [3.51554594721066, 0.952630095552302, 1.15938786102465, 4.3365248890533], 'ypos': [4.15861023322789, 3.78844050360235, 3.68324865018165, 3.81210635173936], 'rotations': [3.13374769948046, 1.95279692618981, 5.03789515425762, 2.09958352806452], 'contact': [[0, 3], 1, 2, [3, 0]], 'grounded': ['yes', 'yes', 'yes', 'yes']}, {'ids': [0, 1, 2, 3, 4, 5, 6], 'colours': ['red', 'green', 'green', 'red', 'red', 'green', 'blue'], 'sizes': [2, 2, 1, 2, 3, 1, 2], 'xpos': [6.87642919084431, 0.500811040908878, 6.83118798955539, 0.500811040908877, 2.84733119936067, 4.8509860534385, 6.36697442237732], 'ypos': [4.16175085069598, 4.16166666666667, 3.43496091839389, 3.86081693802354, 3.68420776646255, 3.88048305615273, 3.30313545616522], 'rotations': [3.14149734712368, 3.14159265358979, 3.21473720201577, 3.1415926535898, 5.03748075887867, 5.06844557980735, 3.76206868572812], 'contact': [[0, 6, 2], [1, 3], [2, 0, 6], [3, 1], 4, 5, [6, 0, 2]], 'grounded': ['yes', 'yes', 'no', 'no', 'yes', 'yes', 'no']}, {'ids': [0, 1, 2, 3], 'colours': ['green', 'red', 'green', 'green'], 'sizes': [3, 2, 3, 1], 'xpos': [0.68898442305447, 3.35991414777035, 6.19696481477246, 0.285852488312505], 'ypos': [4.14082379374931, 3.77953993499473, 3.68347394204074, 3.22090721981064], 'rotations': [3.17946147794873, 5.05131141313782, 1.24390261182064, 2.78305328423849], 'contact': [[0, 3], 1, 2, [3, 0]], 'grounded': ['yes', 'yes', 'yes', 'no']}, {'ids': [0, 1, 2, 3, 4, 5], 'colours': ['blue', 'green', 'red', 'green', 'red', 'red'], 'sizes': [2, 1, 3, 3, 2, 2], 'xpos': [1.90901458039544, 3.20404317572615, 5.35557787085149, 2.21502873493383, 4.45133508655654, 0.411178438002497], 'ypos': [4.15997299836821, 3.9724254650111, 3.68341260130509, 3.66870790290145, 3.29547827552602, 4.15884184210246], 'rotations': [3.14582683698787, 3.82418159605204, 1.24456815445981, 4.50974799681394, 6.86637263771617, 3.14292060739547], 'contact': [[0, 3], [1, 3], [2, 4], [3, 0, 1], [4, 2], 5], 'grounded': ['yes', 'yes', 'yes', 'yes', 'yes', 'yes']}]","[False, False, True, False, False, False, False, False]","[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False]","[False, False, True, False, False, False, False, False]","[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False]",0.125,0.125,0,0
