,q_i_s,b_i_s,e_i_s,f_i_s,r_i_s,init_prob,q_r_s,b_r_s,e_r_s,f_r_s,r_r_s,rev_probs,q_tr_shared,q_tr_difference,q_tr_added,q_tr_removed,e_tr_shared,e_tr_difference,e_tr_added,e_tr_removed,f_tr_shared,f_tr_difference,f_tr_added,f_tr_removed,r_tr_shared,r_tr_difference,r_tr_added,r_tr_removed,b_tr_shared,b_tr_difference,b_tr_added,b_tr_removed,rev_probs_tr,q_ts_shared,q_ts_difference,q_ts_added,q_ts_removed,e_ts_shared,e_ts_difference,e_ts_added,e_ts_removed,f_ts_shared,f_ts_difference,f_ts_added,f_ts_removed,r_ts_shared,r_ts_difference,r_ts_added,r_ts_removed,b_ts_shared,b_ts_difference,b_ts_added,b_ts_removed,rev_probs_ts
173,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.hor_operator(xN,xO,I)']","['colour', 'colour']",['contact'],-20.26100177979485,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.hor_operator(xN,xO,I)', 'Z.greater']","['colour', 'colour', 'size']",['contact'],-26.147105811245005,1.195,0.035,0.01,0.015,1.36,0.075,0.0,0.215,1.28,0.08,0.015,0.21,0.055,0.0,0.01,0.03,0.7,0.0,0.01,0.235,-12.874007375721153,1.17,0.065,0.005,0.015,1.465,0.055,0.0,0.165,1.41,0.05,0.005,0.165,0.08,0.0,0.005,0.01,0.75,0.005,0.005,0.18,-12.874007375721153
174,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)', 'J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.hor_operator(xN,xO,I)']","['colour', 'size', 'orientation']",['contact'],-28.632012461033007,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.grequal']","['colour', 'colour', 'size']",[],-21.64729614091474,1.32,0.035,0.035,0.055,1.385,0.1,0.0,0.365,1.305,0.1,0.0,0.37,0.075,0.0,0.04,0.035,0.805,0.02,0.01,0.35,-14.388645972415691,1.31,0.07,0.005,0.07,1.54,0.075,0.0,0.26,1.425,0.045,0.0,0.275,0.08,0.0,0.03,0.015,0.9,0.0,0.02,0.27,-14.388645972415691
175,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,['Z.exactly'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.23,0.04,0.015,0.04,1.36,0.065,0.0,0.23,1.29,0.07,0.005,0.245,0.035,0.0,0.03,0.02,0.73,0.015,0.02,0.23,-13.026301288073636,1.275,0.055,0.01,0.015,1.435,0.07,0.005,0.18,1.385,0.04,0.005,0.185,0.05,0.0,0.015,0.01,0.765,0.0,0.04,0.19,-13.026301288073636
176,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.275,0.06,0.015,0.06,1.435,0.055,0.015,0.32,1.285,0.095,0.02,0.295,0.09,0.0,0.02,0.05,0.83,0.03,0.06,0.285,-14.565773668025102,1.31,0.06,0.005,0.05,1.5,0.105,0.0,0.24,1.435,0.085,0.0,0.225,0.115,0.0,0.01,0.035,0.905,0.01,0.03,0.215,-14.565773668025102
177,['Z.exists'],"['J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'orientation']",[],-15.35572700135642,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,1.24,0.03,0.04,0.065,1.38,0.07,0.0,0.275,1.335,0.075,0.0,0.305,0.035,0.0,0.045,0.015,0.775,0.015,0.015,0.28,-13.46890137652872,1.295,0.095,0.01,0.015,1.525,0.085,0.0,0.16,1.465,0.05,0.0,0.18,0.045,0.0,0.025,0.005,0.855,0.005,0.015,0.17,-13.46890137652872
178,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.15,0.01,0.02,0.05,1.335,0.09,0.0,0.24,1.255,0.08,0.01,0.235,0.055,0.0,0.015,0.03,0.7,0.005,0.01,0.245,-12.788127946025622,1.19,0.06,0.01,0.01,1.385,0.09,0.0,0.195,1.31,0.055,0.005,0.205,0.07,0.0,0.02,0.02,0.755,0.005,0.0,0.21,-12.788127946025622
179,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-15.06804492890464,1.3,0.06,0.02,0.075,1.395,0.1,0.0,0.335,1.28,0.09,0.01,0.355,0.07,0.0,0.045,0.035,0.815,0.01,0.05,0.315,-14.685827994682711,1.355,0.08,0.01,0.04,1.545,0.065,0.0,0.265,1.45,0.035,0.0,0.27,0.095,0.0,0.02,0.015,0.905,0.0,0.015,0.285,-14.685827994682711
180,['Z.atmost'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.atmost'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.2,0.045,0.02,0.035,1.4,0.055,0.0,0.21,1.34,0.07,0.005,0.21,0.045,0.0,0.01,0.015,0.74,0.015,0.0,0.215,-12.940303275740021,1.24,0.04,0.01,0.025,1.485,0.075,0.005,0.135,1.4,0.04,0.01,0.15,0.035,0.0,0.035,0.025,0.845,0.005,0.01,0.125,-12.940303275740021
181,['Z.atleast'],"['J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-17.26526950724086,['Z.exists'],"['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'size']",[],-20.954148960354797,1.35,0.05,0.015,0.05,1.42,0.055,0.005,0.355,1.3,0.08,0.005,0.335,0.105,0.0,0.025,0.045,0.815,0.04,0.055,0.335,-14.560591169641727,1.335,0.065,0.02,0.04,1.59,0.075,0.005,0.225,1.47,0.05,0.005,0.23,0.125,0.0,0.02,0.02,0.885,0.0,0.035,0.245,-14.560591169641727
182,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,1.24,0.04,0.015,0.045,1.36,0.09,0.01,0.25,1.33,0.07,0.01,0.275,0.04,0.0,0.035,0.01,0.765,0.025,0.05,0.235,-13.528289219391509,1.315,0.055,0.01,0.01,1.5,0.08,0.005,0.15,1.47,0.065,0.0,0.18,0.04,0.0,0.035,0.0,0.84,0.0,0.03,0.17,-13.528289219391509
183,"['Z.forall', 'Z.exists']","['J(B,B)']","['Z.equal(xN,D)', 'Z.greater']","['colour', 'size']",[],-14.662579820796475,"['Z.forall', 'Z.exists']","['J(B,B)']","['Z.equal(xN,D)', 'Z.greater']","['colour', 'size']",[],-14.662579820796475,1.175,0.05,0.02,0.025,1.315,0.125,0.0,0.22,1.26,0.095,0.02,0.225,0.06,0.0,0.025,0.04,0.68,0.005,0.035,0.255,-12.887932431957346,1.18,0.06,0.005,0.025,1.405,0.09,0.0,0.165,1.32,0.075,0.0,0.175,0.075,0.0,0.02,0.02,0.72,0.015,0.055,0.165,-12.887932431957346
184,"['Z.exactly', 'Z.exactly']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-20.155641266137025,"['Z.exactly', 'Z.exactly']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-20.155641266137025,1.405,0.055,0.025,0.035,1.5,0.09,0.01,0.29,1.41,0.105,0.01,0.305,0.07,0.0,0.045,0.03,0.875,0.005,0.04,0.33,-15.382130303796394,1.345,0.08,0.035,0.04,1.585,0.07,0.005,0.23,1.525,0.02,0.005,0.245,0.075,0.0,0.035,0.02,0.965,0.01,0.035,0.22,-15.382130303796394
185,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.greater']","['colour', 'colour', 'size']",[],-21.64729614091474,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.greater']","['colour', 'colour', 'size']",[],-21.64729614091474,1.19,0.04,0.0,0.045,1.305,0.06,0.0,0.23,1.26,0.07,0.005,0.225,0.035,0.0,0.015,0.025,0.72,0.01,0.02,0.245,-12.40882271162991,1.185,0.05,0.01,0.03,1.43,0.065,0.0,0.17,1.38,0.055,0.005,0.18,0.035,0.0,0.025,0.02,0.775,0.005,0.01,0.17,-12.40882271162991
186,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.285,0.06,0.04,0.06,1.445,0.095,0.0,0.3,1.32,0.065,0.005,0.325,0.1,0.0,0.06,0.04,0.855,0.03,0.045,0.285,-14.59095671227247,1.335,0.055,0.01,0.045,1.49,0.105,0.005,0.225,1.395,0.065,0.01,0.22,0.11,0.0,0.02,0.035,0.85,0.005,0.03,0.235,-14.59095671227247
187,"['Z.exists', 'Z.forall']","['J(B,B)']","['Z.equal(xN,D)', 'Z.greater']","['colour', 'size']",[],-14.662579820796475,"['Z.exists', 'Z.forall']","['J(B,B)']","['Z.equal(xN,D)', 'Z.greater']","['colour', 'size']",[],-14.662579820796475,1.315,0.03,0.02,0.025,1.395,0.045,0.0,0.27,1.355,0.05,0.0,0.3,0.035,0.0,0.045,0.015,0.78,0.01,0.01,0.28,-13.822775116222099,1.3,0.045,0.01,0.035,1.53,0.095,0.0,0.185,1.465,0.07,0.0,0.205,0.03,0.0,0.03,0.01,0.885,0.005,0.04,0.19,-13.822775116222099
188,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-13.969432640236532,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-13.969432640236532,1.18,0.025,0.025,0.03,1.325,0.075,0.0,0.24,1.185,0.075,0.01,0.245,0.08,0.0,0.025,0.03,0.685,0.025,0.015,0.235,-12.658513777302867,1.165,0.05,0.01,0.03,1.415,0.055,0.0,0.165,1.33,0.06,0.0,0.16,0.095,0.0,0.01,0.02,0.72,0.01,0.015,0.175,-12.658513777302867
189,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-13.969432640236532,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-13.969432640236532,1.355,0.01,0.045,0.06,1.42,0.085,0.005,0.34,1.34,0.095,0.0,0.355,0.06,0.0,0.035,0.015,0.815,0.015,0.04,0.355,-14.846497431734958,1.375,0.09,0.01,0.035,1.635,0.085,0.0,0.185,1.58,0.07,0.0,0.19,0.07,0.0,0.015,0.01,0.955,0.0,0.04,0.21,-14.846497431734958
190,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,1.165,0.03,0.02,0.05,1.295,0.065,0.0,0.215,1.25,0.075,0.005,0.215,0.035,0.0,0.015,0.02,0.675,0.025,0.02,0.21,-12.466307454167143,1.25,0.03,0.01,0.01,1.4,0.08,0.0,0.17,1.335,0.075,0.0,0.175,0.035,0.0,0.025,0.02,0.75,0.005,0.01,0.185,-12.466307454167143
191,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-13.969432640236532,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-13.969432640236532,1.28,0.06,0.02,0.08,1.4,0.055,0.0,0.36,1.265,0.09,0.005,0.35,0.115,0.0,0.03,0.045,0.795,0.045,0.025,0.31,-14.215309194201431,1.41,0.06,0.01,0.005,1.57,0.105,0.0,0.205,1.36,0.06,0.01,0.225,0.12,0.0,0.03,0.02,0.935,0.0,0.02,0.225,-14.215309194201431
192,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.285,0.075,0.015,0.02,1.375,0.09,0.0,0.255,1.335,0.09,0.0,0.29,0.03,0.0,0.04,0.005,0.76,0.005,0.055,0.285,-13.785563629080269,1.29,0.065,0.005,0.025,1.495,0.07,0.0,0.2,1.45,0.035,0.0,0.24,0.02,0.0,0.05,0.01,0.855,0.015,0.02,0.235,-13.785563629080269
193,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,1.24,0.03,0.01,0.03,1.4,0.09,0.0,0.225,1.3,0.085,0.01,0.245,0.085,0.0,0.035,0.025,0.78,0.01,0.035,0.22,-13.383844029255492,1.265,0.035,0.005,0.02,1.44,0.085,0.0,0.2,1.34,0.06,0.015,0.2,0.08,0.0,0.015,0.04,0.81,0.0,0.015,0.2,-13.383844029255492
194,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,1.31,0.065,0.025,0.07,1.41,0.08,0.005,0.315,1.325,0.095,0.0,0.345,0.07,0.0,0.055,0.02,0.785,0.005,0.03,0.33,-14.547850430745923,1.365,0.095,0.01,0.03,1.605,0.07,0.0,0.21,1.54,0.05,0.0,0.205,0.065,0.0,0.015,0.02,0.925,0.01,0.01,0.21,-14.547850430745923
195,"['Z.atleast', 'Z.atleast']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'size']",[],-26.04174529658718,"['Z.atleast', 'Z.atleast']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'size']",[],-26.04174529658718,1.2,0.02,0.005,0.03,1.3,0.06,0.0,0.195,1.255,0.075,0.005,0.205,0.03,0.0,0.025,0.02,0.665,0.01,0.02,0.205,-12.22746531222323,1.21,0.035,0.005,0.015,1.37,0.07,0.01,0.13,1.335,0.05,0.015,0.135,0.03,0.0,0.02,0.02,0.735,0.0,0.015,0.135,-12.22746531222323
196,"['Z.atleast', 'Z.atleast']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'size']",[],-26.04174529658718,"['Z.atleast', 'Z.atleast']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'size']",[],-26.04174529658718,1.335,0.05,0.025,0.05,1.44,0.09,0.0,0.365,1.34,0.075,0.005,0.37,0.105,0.0,0.045,0.045,0.835,0.005,0.04,0.365,-14.518431195747473,1.31,0.095,0.035,0.02,1.58,0.085,0.01,0.23,1.455,0.035,0.015,0.235,0.135,0.0,0.025,0.025,0.91,0.01,0.055,0.24,-14.518431195747473
197,"['Z.atleast', 'Z.atleast']","['J(B,B)', 'J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'size']",[],-27.14035758525529,"['Z.atleast', 'Z.forall']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.less']","['colour', 'size', 'size']",[],-23.844520719250962,1.315,0.025,0.015,0.035,1.385,0.105,0.0,0.255,1.335,0.06,0.005,0.29,0.025,0.0,0.05,0.02,0.785,0.01,0.01,0.305,-13.569555357644417,1.335,0.06,0.005,0.02,1.495,0.09,0.0,0.165,1.435,0.02,0.0,0.2,0.03,0.0,0.045,0.015,0.895,0.005,0.015,0.185,-13.569555357644417
198,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'orientation']",[],-14.257114712688312,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.greater']","['colour', 'colour', 'size']",[],-21.64729614091474,1.205,0.03,0.02,0.04,1.43,0.07,0.0,0.255,1.315,0.085,0.01,0.245,0.095,0.0,0.025,0.045,0.785,0.015,0.02,0.26,-13.413088211562766,1.235,0.03,0.015,0.03,1.5,0.07,0.0,0.2,1.38,0.045,0.0,0.195,0.11,0.0,0.02,0.025,0.81,0.0,0.015,0.215,-13.413088211562766
199,"['Z.atleast', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.greater']","['colour', 'colour', 'size']",[],-23.844520719250962,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.32,0.03,0.035,0.065,1.34,0.12,0.0,0.285,1.29,0.09,0.0,0.33,0.045,0.0,0.05,0.005,0.755,0.025,0.08,0.29,-14.476547085039858,1.255,0.08,0.02,0.075,1.53,0.08,0.0,0.22,1.435,0.065,0.0,0.24,0.045,0.0,0.025,0.005,0.835,0.0,0.05,0.225,-14.476547085039858
200,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-15.06804492890464,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-15.06804492890464,1.155,0.025,0.01,0.045,1.3,0.055,0.0,0.22,1.26,0.055,0.005,0.205,0.025,0.0,0.005,0.025,0.645,0.02,0.02,0.225,-12.112942744909429,1.195,0.03,0.005,0.025,1.43,0.1,0.0,0.105,1.39,0.085,0.005,0.11,0.035,0.0,0.015,0.015,0.745,0.0,0.01,0.125,-12.112942744909429
201,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-16.16665721857275,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,1.405,0.025,0.04,0.025,1.525,0.075,0.0,0.37,1.345,0.07,0.01,0.37,0.1,0.0,0.04,0.05,0.905,0.025,0.01,0.355,-15.054810263525747,1.325,0.06,0.02,0.065,1.535,0.07,0.005,0.26,1.415,0.065,0.005,0.265,0.145,0.0,0.015,0.015,0.93,0.02,0.01,0.26,-15.054810263525747
202,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['colour'],[],-8.083328608786376,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['colour'],[],-8.083328608786376,1.285,0.055,0.015,0.02,1.37,0.085,0.0,0.245,1.315,0.07,0.005,0.285,0.045,0.0,0.045,0.01,0.77,0.005,0.035,0.255,-13.464722500217649,1.28,0.07,0.0,0.035,1.52,0.08,0.0,0.165,1.475,0.04,0.0,0.17,0.04,0.0,0.015,0.015,0.85,0.0,0.02,0.205,-13.464722500217649
203,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,1.285,0.03,0.01,0.025,1.4,0.09,0.0,0.27,1.3,0.08,0.0,0.265,0.11,0.0,0.02,0.025,0.805,0.01,0.03,0.275,-13.926204263139923,1.255,0.04,0.025,0.015,1.55,0.075,0.005,0.195,1.45,0.06,0.0,0.205,0.12,0.0,0.025,0.015,0.89,0.01,0.025,0.19,-13.926204263139923
204,['Z.exactly'],[],"['Z.equal(xN,D)']",['orientation'],[],-9.469622970906265,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-13.969432640236532,1.3,0.065,0.03,0.065,1.36,0.09,0.0,0.325,1.325,0.09,0.0,0.335,0.035,0.0,0.025,0.015,0.76,0.025,0.045,0.33,-14.095972005989243,1.385,0.09,0.01,0.02,1.53,0.08,0.005,0.195,1.46,0.035,0.005,0.22,0.04,0.0,0.03,0.005,0.855,0.01,0.035,0.195,-14.095972005989243
205,"['Z.exists', 'Z.exists']",[],"['Z.hor_operator(xN,xO,I)']",[],['contact'],-6.29156913955832,"['Z.exists', 'Z.exists']",[],"['Z.hor_operator(xN,xO,I)']",[],['contact'],-6.29156913955832,1.125,0.025,0.02,0.03,1.325,0.08,0.0,0.19,1.265,0.06,0.005,0.205,0.055,0.0,0.02,0.01,0.685,0.015,0.05,0.195,-12.336370592843698,1.15,0.035,0.005,0.025,1.42,0.08,0.0,0.13,1.385,0.065,0.0,0.12,0.045,0.0,0.005,0.025,0.72,0.02,0.02,0.125,-12.336370592843698
206,"['Z.exists', 'Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour', 'colour']",[],-24.537667898810906,"['Z.exists', 'Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour', 'colour']",[],-24.537667898810906,1.315,0.065,0.02,0.065,1.375,0.07,0.0,0.4,1.27,0.075,0.005,0.375,0.09,0.0,0.01,0.04,0.795,0.03,0.03,0.38,-14.382377657924089,1.355,0.105,0.005,0.035,1.63,0.04,0.0,0.24,1.53,0.015,0.005,0.24,0.12,0.0,0.015,0.02,0.97,0.0,0.015,0.255,-14.382377657924089
207,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,1.275,0.07,0.02,0.025,1.365,0.085,0.0,0.22,1.29,0.085,0.005,0.25,0.05,0.0,0.045,0.02,0.77,0.015,0.015,0.24,-13.418043185289019,1.305,0.04,0.02,0.02,1.425,0.075,0.0,0.19,1.385,0.06,0.0,0.195,0.05,0.0,0.015,0.02,0.79,0.0,0.015,0.215,-13.418043185289019
208,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-15.06804492890464,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-15.06804492890464,1.23,0.025,0.045,0.035,1.395,0.11,0.0,0.27,1.315,0.07,0.01,0.255,0.085,0.0,0.015,0.04,0.815,0.025,0.06,0.26,-14.034094636499287,1.26,0.02,0.02,0.035,1.53,0.11,0.0,0.175,1.435,0.055,0.01,0.18,0.1,0.0,0.02,0.03,0.87,0.005,0.035,0.17,-14.034094636499287
209,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.hor_operator(xN,xO,I)']","['size', 'size']",['contact'],-20.26100177979485,"['Z.exists', 'Z.exists']",[],"['Z.hor_operator(xN,xO,I)']",[],['contact'],-6.29156913955832,1.305,0.045,0.02,0.06,1.415,0.09,0.005,0.275,1.315,0.095,0.005,0.31,0.035,0.0,0.05,0.015,0.78,0.005,0.07,0.27,-14.332271304983124,1.36,0.055,0.02,0.03,1.52,0.1,0.0,0.21,1.48,0.055,0.0,0.23,0.04,0.0,0.025,0.005,0.855,0.01,0.03,0.23,-14.332271304983124
210,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.2,0.02,0.01,0.01,1.33,0.06,0.0,0.215,1.255,0.065,0.005,0.22,0.045,0.0,0.02,0.02,0.69,0.025,0.005,0.205,-12.451923350574555,1.115,0.05,0.005,0.045,1.405,0.09,0.0,0.16,1.365,0.045,0.0,0.175,0.055,0.0,0.02,0.01,0.745,0.01,0.015,0.16,-12.451923350574555
211,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,"['Z.exists', 'Z.forall']","['J(B,B)', 'not_operator(B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.greater']","['colour', 'colour', 'size']",[],-22.74590842958285,1.335,0.035,0.035,0.065,1.375,0.08,0.0,0.365,1.255,0.07,0.015,0.385,0.095,0.0,0.045,0.04,0.785,0.0,0.015,0.385,-14.415806359149325,1.36,0.075,0.015,0.04,1.58,0.08,0.0,0.215,1.45,0.06,0.005,0.23,0.12,0.0,0.03,0.02,0.91,0.0,0.025,0.23,-14.415806359149325
212,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,1.27,0.025,0.025,0.035,1.33,0.07,0.005,0.27,1.265,0.08,0.01,0.265,0.045,0.0,0.015,0.025,0.705,0.01,0.02,0.3,-13.038583823979973,1.28,0.065,0.005,0.03,1.465,0.08,0.0,0.185,1.405,0.06,0.0,0.19,0.045,0.0,0.025,0.025,0.825,0.0,0.025,0.2,-13.038583823979973
213,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.hor_operator(xN,xO,I)']","['colour', 'colour']",['contact'],-20.26100177979485,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.hor_operator(xN,xO,I)']","['colour', 'colour']",['contact'],-20.26100177979485,1.225,0.01,0.035,0.055,1.395,0.08,0.005,0.27,1.29,0.07,0.01,0.255,0.08,0.0,0.025,0.045,0.775,0.01,0.04,0.28,-14.14946669897206,1.26,0.045,0.01,0.035,1.5,0.065,0.01,0.245,1.415,0.03,0.015,0.235,0.09,0.0,0.015,0.03,0.84,0.01,0.025,0.235,-14.14946669897206
214,"['Z.exists', 'Z.forall']","['J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-16.859804398132695,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,1.325,0.02,0.03,0.055,1.405,0.1,0.005,0.285,1.31,0.1,0.005,0.31,0.035,0.0,0.04,0.015,0.785,0.015,0.04,0.31,-14.210370348093052,1.36,0.09,0.005,0.02,1.54,0.08,0.0,0.17,1.465,0.04,0.0,0.2,0.04,0.0,0.04,0.01,0.89,0.005,0.025,0.175,-14.210370348093052
215,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-13.969432640236532,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-13.969432640236532,1.135,0.05,0.025,0.03,1.32,0.045,0.0,0.23,1.24,0.08,0.005,0.225,0.05,0.0,0.01,0.02,0.67,0.01,0.005,0.235,-12.387891941437404,1.195,0.045,0.005,0.01,1.42,0.06,0.005,0.165,1.36,0.06,0.005,0.17,0.065,0.0,0.01,0.005,0.745,0.02,0.015,0.165,-12.387891941437404
