,q_i_s,b_i_s,e_i_s,f_i_s,r_i_s,init_prob,q_r_s,b_r_s,e_r_s,f_r_s,r_r_s,rev_probs,q_wsls_shared,q_wsls_difference,q_wsls_added,q_wsls_removed,e_wsls_shared,e_wsls_difference,e_wsls_added,e_wsls_removed,f_wsls_shared,f_wsls_difference,f_wsls_added,f_wsls_removed,r_wsls_shared,r_wsls_difference,r_wsls_added,r_wsls_removed,b_wsls_shared,b_wsls_difference,b_wsls_added,b_wsls_removed,rev_probs_wsls,q_tr_shared,q_tr_difference,q_tr_added,q_tr_removed,e_tr_shared,e_tr_difference,e_tr_added,e_tr_removed,f_tr_shared,f_tr_difference,f_tr_added,f_tr_removed,r_tr_shared,r_tr_difference,r_tr_added,r_tr_removed,b_tr_shared,b_tr_difference,b_tr_added,b_tr_removed,rev_probs_tr,q_ts_shared,q_ts_difference,q_ts_added,q_ts_removed,e_ts_shared,e_ts_difference,e_ts_added,e_ts_removed,f_ts_shared,f_ts_difference,f_ts_added,f_ts_removed,r_ts_shared,r_ts_difference,r_ts_added,r_ts_removed,b_ts_shared,b_ts_difference,b_ts_added,b_ts_removed,rev_probs_ts,q_tn_shared,q_tn_difference,q_tn_added,q_tn_removed,e_tn_shared,e_tn_difference,e_tn_added,e_tn_removed,f_tn_shared,f_tn_difference,f_tn_added,f_tn_removed,r_tn_shared,r_tn_difference,r_tn_added,r_tn_removed,b_tn_shared,b_tn_difference,b_tn_added,b_tn_removed,rev_probs_tn,q_tnp_shared,q_tnp_difference,q_tnp_added,q_tnp_removed,e_tnp_shared,e_tnp_difference,e_tnp_added,e_tnp_removed,f_tnp_shared,f_tnp_difference,f_tnp_added,f_tnp_removed,r_tnp_shared,r_tnp_difference,r_tnp_added,r_tnp_removed,b_tnp_shared,b_tnp_difference,b_tnp_added,b_tnp_removed,rev_probs_tnp
0,['Z.atleast'],"['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'orientation']",[],-22.340443321474687,['Z.atleast'],"['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'orientation']",[],-22.340443321474687,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-22.34044332147469,0.995,0.004,0.002,0.0,2.967,0.0,0.0,0.022,2.967,0.0,0.0,0.022,0.0,0.0,0.0,0.0,1.978,0.002,0.0,0.02,-22.19719032118287,0.978,0.022,0.0,0.0,2.955,0.0,0.0,0.015,2.955,0.0,0.0,0.015,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.015,-22.20718787523544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-15.439925188957298,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.988024663951462
1,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-13.969432640236532,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-13.969432640236532,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.984716320118266,0.987,0.01,0.003,0.0,1.808,0.0,0.0,0.096,1.808,0.0,0.0,0.098,0.0,0.0,0.002,0.0,0.904,0.004,0.0,0.092,-13.309714009225688,1.0,0.0,0.0,0.0,1.95,0.0,0.0,0.025,1.95,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.975,0.0,0.0,0.025,-13.794814732233574,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.984716320118266,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.984716320118266
2,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.984716320118266,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.984716320118266,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.984716320118266,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.984716320118266,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.984716320118266
3,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.984716320118266,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.984716320118266,0.954,0.046,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.085788650721732,0.561,0.439,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.949297910007866,0.561,0.439,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.984716320118266
4,"['Z.exists', 'Z.forall']","['J(B,B)', 'J(B,B)', 'J(B,B)', 'J(B,B)', 'not_operator(B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'size', 'colour', 'orientation']",[],-39.20024771960738,"['Z.exists', 'Z.forall']","['J(B,B)', 'J(B,B)', 'J(B,B)', 'J(B,B)', 'not_operator(B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'size', 'colour', 'orientation']",[],-39.20024771960738,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-8.371010681238156,1.814,0.02,0.045,0.038,3.411,0.299,0.0,0.702,3.013,0.147,0.0,0.857,0.0,0.0,0.155,0.0,4.219,0.011,0.027,0.955,-33.411120149237135,1.995,0.005,0.0,0.0,4.465,0.155,0.0,0.108,4.089,0.061,0.0,0.202,0.0,0.0,0.094,0.0,5.544,0.0,0.0,0.148,-38.10062766678312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-7.272398392570043,0.86,0.066,0.0,0.074,0.86,0.14,0.0,0.0,0.85,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,-7.539262167144052
5,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['colour'],[],-8.083328608786376,"['Z.exists', 'Z.atmost']",[],"['Z.equal(xN,D)']",['colour'],[],-10.97370036768254,0.0,0.9955,0.0045,0.0,0.478,0.522,0.0,0.0,0.0,0.9955,0.0,0.0045,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,1.0,-6.981597157805745,0.973,0.014,0.017,0.0,0.865,0.134,0.001,0.0,0.697,0.297,0.0,0.006,0.0,0.0,0.007,0.0,0.792,0.0,0.005,0.204,-7.916309391107696,0.861,0.139,0.0,0.0,0.922,0.061,0.017,0.0,0.922,0.061,0.017,0.0,0.0,0.0,0.0,0.0,0.983,0.0,0.017,0.0,-8.387093231917875,0.0,0.9675,0.065,0.0,0.1455,0.773,0.0815,0.0,0.0,0.886,0.0815,0.0325,0.0,0.0,0.0325,0.0,0.0,0.0815,0.0,0.9185,-7.589675599589619,0.9675,0.0,0.065,0.0,0.3585,0.56,0.0815,0.0,0.886,0.0,0.0815,0.0325,0.0,0.0,0.0325,0.0,0.0,0.0,0.0815,0.0055,-6.990758687705941
6,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.181940898454485,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.181940898454485,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.181940898454485,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.984716320118266,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.984716320118266
7,['Z.forall'],"['J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'orientation']",[],-15.35572700135642,['Z.forall'],"['J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'orientation']",[],-15.35572700135642,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-10.16277015046621,0.975,0.008,0.024,0.0,1.518,0.022,0.0,0.23,1.501,0.039,0.0,0.231,0.0,0.0,0.001,0.0,1.509,0.003,0.0,0.463,-13.470309399083671,0.981,0.019,0.0,0.0,1.853,0.031,0.0,0.058,1.853,0.031,0.0,0.058,0.0,0.0,0.0,0.0,1.884,0.0,0.0,0.085,-14.954930774027716,0.0365,0.9635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0365,-10.43743681828423,0.0,0.893,0.0,0.107,0.581,0.419,0.0,0.0,0.053,0.84,0.107,0.0,0.0,0.0,0.0,0.107,0.0,0.0,0.9635,0.0,-6.825000077305656
8,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['colour'],[],-8.083328608786376,['Z.forall'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.984716320118266,0.971,0.01,0.026,0.0,0.718,0.282,0.0,0.0,0.507,0.49,0.0,0.003,0.0,0.0,0.003,0.0,0.653,0.0,0.001,0.346,-7.754655908151688,0.967,0.033,0.0,0.0,0.76,0.238,0.002,0.0,0.76,0.238,0.002,0.0,0.0,0.0,0.0,0.0,0.834,0.0,0.166,0.0,-8.349978867853277,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.984716320118266,1.0,0.0,0.0,0.0,0.1965,0.8035,0.0,0.0,0.4545,0.5455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.763535103645263
9,['Z.atleast'],[],"['Z.equal(xN,D)']",['size'],[],-9.181940898454485,['Z.atleast'],[],"['Z.equal(xN,D)']",['size'],[],-9.181940898454485,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-8.083328608786376,0.967,0.021,0.018,0.0,0.906,0.093,0.001,0.0,0.987,0.011,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.017,0.0,-9.132765053920496,0.787,0.213,0.0,0.0,0.999,0.0,0.001,0.0,0.999,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,-8.874722500072522,0.0,1.0,0.0,0.0,0.643,0.357,0.0,0.0,0.357,0.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643,0.0,-8.149794652311297,0.0,1.0,0.0,0.0,0.5945,0.4055,0.0,0.0,0.5795,0.4205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643,0.0,-6.978837076050697
